iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.254029562181,0.257196829082,0.264426979977,0.463014460512,0.455555555556,0.448398576512,0.597456743798,0.59234608985,0.581646423752,3.341881646
10,0.255023340743,0.258171540228,0.265777267855,0.461345939933,0.453333333333,0.444839857651,0.595868975589,0.59,0.578378378378,39.417926956
20,0.251144391799,0.254450604562,0.261514303058,0.467463848721,0.454444444444,0.451957295374,0.602614650342,0.592531120332,0.586021505376,75.435769182
30,0.25076642093,0.253878012736,0.261169886612,0.467185761958,0.453333333333,0.451067615658,0.602324616023,0.591362126246,0.58507061197,110.132639751
40,0.247435934266,0.250150542577,0.257239638658,0.477474972191,0.462222222222,0.457295373665,0.612976313079,0.600660066007,0.592245989305,145.048537468
50,0.238280863684,0.239496496863,0.248714413584,0.493882091212,0.478888888889,0.474199288256,0.630681818182,0.618388934093,0.610415293342,178.42736479
60,0.236494067643,0.237115329043,0.247427851918,0.496106785317,0.486666666667,0.477758007117,0.633198380567,0.626817447496,0.614069690993,213.32091935
70,0.232287538651,0.232110182424,0.24307161679,0.503893214683,0.494444444444,0.483096085409,0.641046277666,0.635124298316,0.620013080445,247.953999983
80,0.228587627451,0.22632095967,0.239394389354,0.510567296997,0.512222222222,0.48665480427,0.648,0.652414885194,0.625081221572,283.885216181
90,0.22458238668,0.218892733668,0.234372428669,0.520022246941,0.53,0.5,0.658758402531,0.669272869429,0.63881748072,316.633517193
100,0.223163415328,0.217697616385,0.232885280648,0.522246941046,0.534444444444,0.501779359431,0.660876431109,0.673421667966,0.640564826701,350.567310846
110,0.222075674495,0.215130095088,0.231324860155,0.525027808676,0.538888888889,0.502669039146,0.664176169878,0.678543764524,0.642354446577,385.524687327
120,0.220472596436,0.213077582419,0.230323065183,0.529477196885,0.545555555556,0.504448398577,0.668495297806,0.68465690054,0.644089456869,420.599918852
130,0.218434642319,0.209550242749,0.227281887439,0.532536151279,0.557777777778,0.511565836299,0.671487199531,0.695252679939,0.651428571429,457.001609962
140,0.209651964876,0.200830678126,0.217759995209,0.551167964405,0.577777777778,0.53024911032,0.688657407407,0.712990936556,0.66958698373,493.317887794
150,0.209650109236,0.20105912839,0.218075101594,0.551446051168,0.577777777778,0.52846975089,0.688910318226,0.712990936556,0.667503136763,529.305248634
160,0.208650359541,0.200184590047,0.216638791324,0.55255839822,0.578888888889,0.532918149466,0.690159830541,0.7143933685,0.672079950031,561.131374467
170,0.205273916601,0.196075950434,0.211727820911,0.557563959956,0.582222222222,0.54359430605,0.695269105535,0.717293233083,0.682352941176,598.137926286
180,0.203384428368,0.193838282986,0.208933743245,0.561179087875,0.587777777778,0.552491103203,0.699084668192,0.723340790455,0.690842040565,633.913143366
190,0.201940874695,0.192329355995,0.207725968118,0.564516129032,0.592222222222,0.552491103203,0.701714285714,0.726323639075,0.690842040565,669.140884008
200,0.200159154059,0.190486673939,0.206702217317,0.568131256952,0.595555555556,0.553380782918,0.704696710401,0.729569093611,0.691646191646,705.421422946
210,0.199602391336,0.189306974147,0.206808953397,0.568687430478,0.597777777778,0.554270462633,0.704627689964,0.730253353204,0.692071296865,741.879582767
220,0.192058568027,0.182362254876,0.198609350349,0.582591768632,0.605555555556,0.579181494662,0.717804098515,0.738007380074,0.714544357272,778.29454782
230,0.190756367673,0.181315677764,0.19693468817,0.587319243604,0.61,0.580960854093,0.721993255901,0.741721854305,0.71609403255,814.498332417
240,0.188309372621,0.179239489362,0.193793794323,0.593715239155,0.613333333333,0.5871886121,0.727679403541,0.744868035191,0.721488595438,850.702920961
250,0.186591387349,0.176900094045,0.192184940676,0.598998887653,0.617777777778,0.588078291815,0.732368225687,0.748169838946,0.72225554889,887.304818183
260,0.182334579276,0.168350221059,0.185406517906,0.609010011123,0.636666666667,0.606761565836,0.744177583697,0.764917325665,0.741520467836,922.05992511
270,0.179477777366,0.165299686239,0.183254266561,0.614015572859,0.641111111111,0.607651245552,0.748459586807,0.768458781362,0.742857142857,958.506506545
280,0.175387072338,0.160577125743,0.17932008753,0.624582869855,0.65,0.612989323843,0.757455982752,0.775800711744,0.747826086957,994.946182362
290,0.170241591852,0.156269889185,0.174604434135,0.635428253615,0.661111111111,0.624555160142,0.767098951856,0.784756527876,0.757471264368,1031.49757928
300,0.170801447922,0.157291226848,0.175799734757,0.633759733037,0.662222222222,0.620106761566,0.765115034778,0.785613540197,0.753606462781,1067.7660556
310,0.165702252336,0.149288829611,0.170283537695,0.642658509455,0.673333333333,0.629893238434,0.773088469009,0.79469273743,0.762013729977,1104.06342472
320,0.163130858562,0.145816785668,0.167918539891,0.648776418242,0.678888888889,0.638790035587,0.778070637849,0.798886569241,0.769580022701,1140.44842627
330,0.155344022707,0.137962636512,0.161091330012,0.664627363737,0.698888888889,0.64590747331,0.790479499653,0.814001372684,0.775648252537,1176.23555954
340,0.151787213492,0.134211036292,0.157335075046,0.671301446051,0.706666666667,0.654804270463,0.796136598827,0.820163487738,0.782511210762,1211.08658285
350,0.15087365446,0.133551275669,0.156346277949,0.67296996663,0.707777777778,0.657473309609,0.797520661157,0.821210061183,0.784555120313,1247.28223852
360,0.149865278532,0.132517950991,0.155750430114,0.675472747497,0.71,0.658362989324,0.799104837321,0.822328114364,0.785234899329,1283.29001869
370,0.145333257464,0.128103626894,0.150079705975,0.686318131257,0.718888888889,0.672597864769,0.807770961145,0.829399865138,0.796685082873,1319.41303793
380,0.143511829222,0.126152376719,0.148186704286,0.688820912125,0.724444444444,0.67615658363,0.809596733027,0.833333333333,0.799559471366,1355.37394191
390,0.141895095655,0.124298799038,0.146775928496,0.692714126808,0.731111111111,0.67793594306,0.812489394197,0.838018741633,0.800880088009,1391.28822464
400,0.14151489619,0.123822014915,0.146396673116,0.693548387097,0.73,0.67793594306,0.813030200204,0.837240455459,0.800880088009,1427.61654118
410,0.141285519348,0.12345627683,0.14606398306,0.694104560623,0.731111111111,0.679715302491,0.813432835821,0.838018741633,0.802197802198,1463.78211027
420,0.140862440285,0.123610619712,0.145381634931,0.696329254727,0.731111111111,0.683274021352,0.815040650407,0.838018741633,0.804824561404,1500.00434201
430,0.139677720671,0.122745079653,0.144808008631,0.69744160178,0.73,0.686832740214,0.815905245347,0.83745819398,0.807439824945,1536.21247924
440,0.140985647165,0.122801031361,0.14637635667,0.695773081201,0.73,0.683274021352,0.814198369565,0.83745819398,0.804395604396,1572.79978238
450,0.13847041874,0.121002671714,0.143695994684,0.701612903226,0.731111111111,0.689501779359,0.818658103769,0.838451268358,0.809185347184,1608.98514255
460,0.135004740799,0.117625796193,0.139918398945,0.708843159066,0.744444444444,0.698398576512,0.824181360202,0.847883597884,0.815860945139,1645.11826152
470,0.133450164235,0.116419309541,0.138137678339,0.713570634038,0.746666666667,0.699288256228,0.827586206897,0.849405548217,0.816702819957,1681.19510401
480,0.129538463312,0.113424371501,0.132840539302,0.720800889878,0.752222222222,0.710854092527,0.833222591362,0.853192890059,0.824986537426,1717.85430336
490,0.129413328877,0.113173928666,0.132502437171,0.720800889878,0.755555555556,0.714412811388,0.833222591362,0.855453350854,0.827326519634,1753.95521026
500,0.128798789902,0.112437712552,0.131758399696,0.721357063404,0.757777777778,0.716192170819,0.833610096314,0.856955380577,0.828770799785,1789.93568223
510,0.126529523266,0.110433786079,0.129000449475,0.726640711902,0.761111111111,0.72153024911,0.837278596259,0.859201047806,0.832530765115,1826.15273652
520,0.11513653802,0.101165010852,0.114280831,0.751112347052,0.778888888889,0.753558718861,0.854684201981,0.871695680206,0.855503390715,1862.49371388
530,0.112827601598,0.0983755833719,0.112300229546,0.755561735261,0.782222222222,0.758007117438,0.857513373318,0.873873873874,0.858333333333,1898.63085571
540,0.112484166042,0.0985594760604,0.112193946868,0.75723025584,0.785555555556,0.758007117438,0.858852061439,0.876043673732,0.85848074922,1934.65743935
550,0.111883970101,0.0974378251483,0.111647125685,0.758342602892,0.79,0.757117437722,0.859770856866,0.878923766816,0.858034321373,1970.85880361
560,0.110762312631,0.0964725862588,0.110884387541,0.76084538376,0.793333333333,0.760676156584,0.861424427973,0.881074168798,0.860404774261,2006.99877646
570,0.107268281219,0.0944296513888,0.108293265354,0.766963292547,0.795555555556,0.766903914591,0.865489566613,0.882653061224,0.864389233954,2043.36260174
