iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.113113164168,0.113203460579,0.113413553211,0.727239583333,0.72375,0.727333333333,0.141052976874,0.141191709845,0.12513368984,0.068622129
10,0.114200982197,0.114418742543,0.114508384136,0.705,0.703541666667,0.7045,0.185270425777,0.185460789926,0.176497909893,0.590010705
20,0.114045043383,0.11431338093,0.114325639853,0.7071875,0.702083333333,0.7065,0.17758923347,0.172453703704,0.170513424399,1.093040324
30,0.114917177441,0.115190055337,0.115094385139,0.70140625,0.696041666667,0.701166666667,0.198518104292,0.197028068244,0.192705988294,1.628121662
40,0.114825343074,0.115148779031,0.115034994887,0.7003125,0.698125,0.701,0.191853932584,0.193656093489,0.186025408348,2.164401447
50,0.115759252674,0.116022150343,0.115833357383,0.69703125,0.695416666667,0.696166666667,0.187683284457,0.188679245283,0.183609493954,2.643638157
60,0.11799128773,0.118298893422,0.118224171676,0.669166666667,0.665833333333,0.6645,0.248995034287,0.24268177526,0.242378622507,3.145461019
70,0.117684873027,0.11795988255,0.117909840717,0.671770833333,0.67125,0.672166666667,0.235935984481,0.230994152047,0.238482384824,3.618235378
80,0.118445822482,0.118667420114,0.11841464773,0.695885416667,0.695416666667,0.697,0.219906479626,0.229715489989,0.219072164948,4.089288293
90,0.119873005898,0.119971260142,0.119690067636,0.682916666667,0.677291666667,0.683,0.248951394029,0.246961594555,0.24703087886,4.556005243
100,0.122534372817,0.122828609828,0.122221304226,0.63734375,0.629166666667,0.636,0.285772899785,0.269893355209,0.281105990783,5.042281617
110,0.119746770273,0.119931371045,0.119535392229,0.672552083333,0.668125,0.676666666667,0.29240292628,0.289156626506,0.29963898917,5.478526447
120,0.121486304569,0.121702941697,0.121226345907,0.63921875,0.636875,0.6435,0.297393244751,0.294617563739,0.296150049358,5.936558973
130,0.122157820587,0.122260716542,0.121966479117,0.629375,0.630625,0.633,0.298224852071,0.300591715976,0.299618320611,6.435393065
140,0.126887949674,0.127063247181,0.126677152511,0.573125,0.571666666667,0.569,0.320735952263,0.316943521595,0.321971683272,6.912616256
150,0.130027832248,0.130445377367,0.129831806374,0.54640625,0.543333333333,0.542166666667,0.319981260248,0.312421580928,0.320889987639,7.514022895
160,0.131029371025,0.131573797709,0.130821545685,0.54015625,0.536458333333,0.533666666667,0.306604884945,0.301851270788,0.30776843147,8.107119965
170,0.129628705479,0.13019648444,0.129526950253,0.549114583333,0.5425,0.5425,0.289069557362,0.287475665152,0.287937743191,8.563631667
180,0.131174025835,0.131575556227,0.131039473866,0.54171875,0.535416666667,0.531833333333,0.285969325651,0.286628278951,0.275844289765,9.020793508
190,0.126384438829,0.126768078637,0.1263269511,0.588072916667,0.5875,0.583333333333,0.246403049071,0.255079006772,0.232186732187,9.485823193
200,0.129472535296,0.129757748835,0.129424776157,0.53421875,0.535625,0.533833333333,0.241540157747,0.24924216908,0.228839261097,9.952671061
210,0.129270625063,0.129460254068,0.129199597463,0.52921875,0.527708333333,0.523166666667,0.244293955355,0.250082699305,0.226129294022,10.39890531
220,0.131985630323,0.132270336261,0.131857413624,0.524427083333,0.520625,0.5135,0.236985042199,0.242843040474,0.218055183499,10.827369233
230,0.136191970636,0.136681999925,0.135950810616,0.504479166667,0.505,0.495333333333,0.251102015113,0.25703564728,0.235739525492,11.285223471
240,0.136917307659,0.137384467838,0.136658753956,0.517916666667,0.514583333333,0.509666666667,0.252704666559,0.257961783439,0.239400206825,11.740322395
250,0.139278816742,0.139582006579,0.138974331732,0.509427083333,0.503333333333,0.501166666667,0.256061922439,0.261919504644,0.248556364549,12.201859522
260,0.141350421635,0.141760922922,0.140954417493,0.493958333333,0.489166666667,0.484,0.262038584232,0.266307600239,0.253256150507,12.651281756
270,0.140147780697,0.140328191021,0.139277232815,0.504635416667,0.503958333333,0.503333333333,0.259210218864,0.267159125885,0.256115826261,13.101444476
280,0.140045938536,0.140248643028,0.139090548628,0.499739583333,0.500208333333,0.4995,0.250136622687,0.260252852297,0.246802106847,13.557100276
290,0.12936613345,0.129667472985,0.128603766366,0.56609375,0.565833333333,0.568166666667,0.237297445757,0.246020260492,0.232296296296,14.016117366
300,0.160024371559,0.160311771977,0.159015508224,0.254270833333,0.252291666667,0.255333333333,0.345073643765,0.346146839133,0.347165400351,14.461768623
310,0.156481354098,0.156865783602,0.155373193894,0.2746875,0.26875,0.279166666667,0.350042005041,0.347098214286,0.35225400629,14.921106866
