iterations,fitness,time,fevals
0,0.0276149358876,0.027753026,548
10,0.0327109148301,0.057687693,1007
20,0.036088166056,0.081888481,1448
30,0.0358929743131,0.102382393,1904
40,0.0383267131329,0.112892396,2363
50,0.0381985331046,0.129807397,2813
60,0.037849627487,0.145210859,3274
70,0.0449305608931,0.175389263,3720
80,0.0415639139463,0.215727612,4182
90,0.0436265934139,0.24973246,4631
100,0.0477147529992,0.268756072,5099
110,0.0486441711891,0.299187228,5560
120,0.0492128149235,0.323265193,6007
130,0.0496679900302,0.339956182,6461
140,0.0468078614702,0.353964946,6921
150,0.048860463651,0.375461014,7370
160,0.0477153424849,0.404197763,7841
170,0.0500277317639,0.421601699,8294
180,0.0532744350401,0.442463502,8749
190,0.0482506537764,0.474370798,9208
200,0.0492854450521,0.492352876,9664
210,0.0495113841349,0.505319512,10123
220,0.0483286251502,0.524366375,10592
230,0.0442299056378,0.541399319,11050
240,0.0498324267658,0.565168516,11520
250,0.0542995523997,0.59453502,11981
260,0.0514337664954,0.626530837,12442
270,0.0504532912151,0.664634557,12902
280,0.0506107813434,0.682011671,13359
290,0.0541793337993,0.710719229,13820
300,0.0529011647917,0.720827274,14287
310,0.0541382023166,0.729110739,14753
320,0.0530650662682,0.73932313,15206
330,0.0531708979211,0.751956307,15661
340,0.0523569129464,0.763845631,16119
350,0.0495927018844,0.774943523,16579
360,0.0533830305416,0.78604187,17033
370,0.0533332410916,0.809677707,17481
380,0.0531835387041,0.830910569,17933
390,0.0466522431927,0.862653975,18384
400,0.048214487698,0.883908685,18857
410,0.0479601676005,0.917089438,19309
420,0.0493042105078,0.945427647,19753
430,0.0522182889447,0.960866909,20212
440,0.0468716612541,0.995700233,20667
450,0.0493322631925,1.019846083,21117
460,0.0484603666805,1.04608835,21567
470,0.0509843743072,1.070159084,22031
480,0.0537293855563,1.103505794,22484
490,0.0518578020103,1.122594863,22939
500,0.0516084930023,1.146673049,23392
510,0.0559326032985,1.164068908,23846
520,0.051289976112,1.184107991,24299
530,0.05309810432,1.202251891,24748
540,0.0537144948529,1.21385407,25202
550,0.0536124210902,1.227434128,25661
560,0.0534750857204,1.23818852,26103
570,0.0558403050887,1.248336508,26571
580,0.0515845998196,1.269354708,27010
590,0.0564116655267,1.283229682,27467
600,0.0481712270393,1.294368026,27929
610,0.0490907179866,1.324524946,28384
620,0.0532286448817,1.365244595,28835
630,0.0573604220116,1.39779346,29298
