iterations,fitness,time,fevals
0,0.0250509878349,4.9543053,1000
10,0.0250545206196,9.785896441,2100
20,0.0249186106018,14.685817511,3200
30,0.0250651874546,19.813379344,4300
40,0.0258072896474,24.834219361,5400
50,0.024788044431,29.89077069,6500
60,0.0254508917445,34.99944565,7600
70,0.0250404593773,40.124478956,8700
80,0.0258132989789,44.6668861,9800
90,0.0244199562148,49.755657903,10900
100,0.0264652282813,54.808719123,12000
110,0.0243411187439,59.881411746,13100
120,0.0251278190778,64.885148172,14200
130,0.0255300584961,69.905134844,15300
140,0.0248151728866,74.653101183,16400
150,0.0249077159547,79.700745551,17500
160,0.0246327676132,84.734081494,18600
170,0.0247130572581,89.798723123,19700
180,0.0253938032471,94.842187482,20800
190,0.0245097121492,99.913395202,21900
200,0.024895701276,104.999360378,23000
210,0.0259815109466,109.802319419,24100
220,0.0245444716197,114.978144909,25200
230,0.0248354731065,120.18588683,26300
240,0.0257763699268,125.121036674,27400
250,0.0251598389426,130.190317656,28500
260,0.0246168446521,135.214058298,29600
270,0.0241786506933,139.959422093,30700
280,0.0245365432967,144.947671692,31800
290,0.0248689751354,150.065867961,32900
300,0.0255709590115,155.019435455,34000
310,0.0248329668421,160.079730986,35100
320,0.0245331615268,165.209055764,36200
330,0.0244274629899,170.020339461,37300
340,0.025176515039,174.776885214,38400
350,0.0244658707391,179.876868455,39500
360,0.0260972305172,184.809968248,40600
370,0.0244250024668,189.770347714,41700
380,0.0247920779223,194.796603809,42800
390,0.0250438473285,199.920189348,43900
400,0.024584423648,204.462957521,45000
410,0.0244565961931,209.510850591,46100
420,0.0248489035737,214.563708026,47200
430,0.0252810435289,219.691003803,48300
440,0.0246314799773,224.729124044,49400
450,0.0249645916924,229.808032042,50500
460,0.0248413593761,234.838524974,51600
470,0.0253705601188,239.683301124,52700
480,0.0249762454798,244.627089097,53800
490,0.0252824817089,249.768890783,54900
500,0.0239847069475,254.835659485,56000
510,0.0245863971976,259.9607997,57100
520,0.0249512432254,265.183286034,58200
530,0.0250567393186,269.862174402,59300
540,0.0245873440085,274.877078809,60400
550,0.0258563682634,279.848373661,61500
560,0.0252025794387,284.97097575,62600
570,0.0251677426212,290.076773791,63700
580,0.0251866259815,295.219123784,64800
590,0.024904094086,300.220796703,65900
600,0.024244993521,304.819589016,67000
610,0.0240975729889,309.914631028,68100
620,0.0250334887803,314.921015154,69200
630,0.0239824946804,320.028737496,70300
640,0.0249421259953,325.124613861,71400
650,0.0248725679309,330.1668689,72500
660,0.0246506674562,334.869655596,73600
670,0.0253828478489,339.881521233,74700
680,0.0249265426704,344.906125062,75800
690,0.0253549848454,349.95262584,76900
700,0.0258984481613,354.996184316,78000
710,0.0249801197278,360.097881666,79100
720,0.0251495475083,365.13144991,80200
730,0.0255693739953,369.749187121,81300
740,0.0250579082492,374.791135332,82400
750,0.0243528259765,379.842469855,83500
760,0.0261051671447,385.024814701,84600
770,0.0245760078604,390.058435024,85700
780,0.025311506447,395.134954903,86800
790,0.0246925735091,399.701397942,87900
800,0.0249044003479,404.704734412,89000
810,0.0279946999569,409.705960206,90100
820,0.0255303175808,414.810652069,91200
830,0.0242839683025,419.827471454,92300
840,0.0244867701402,425.041878067,93400
850,0.0251568644647,429.832639943,94500
860,0.0245689115775,434.729286029,95600
870,0.0251703516163,439.830277524,96700
880,0.0254676333902,445.038917105,97800
890,0.0260955100873,450.118937685,98900
900,0.0250234632037,455.209599097,100000
910,0.0256671422129,460.218334574,101100
920,0.0250790551981,464.677537732,102200
930,0.0255348534733,469.810794534,103300
940,0.0241524664972,474.866044862,104400
950,0.0261378995201,479.986248082,105500
960,0.0247569855354,484.969383108,106600
970,0.0241241654936,489.965968551,107700
980,0.0250165665074,494.613854298,108800
990,0.0250153499455,499.660223629,109900
1000,0.0243960901102,504.701062867,111000
1010,0.0255643391272,509.778321624,112100
1020,0.0251401941097,514.84513707,113200
1030,0.0257817784487,519.950737532,114300
1040,0.025730215991,524.842398018,115400
1050,0.0246214248555,529.61177871,116500
1060,0.0257058017827,534.702146325,117600
1070,0.0252501568785,539.750036643,118700
1080,0.0252160552516,544.90653984,119800
1090,0.0241922487111,549.980716657,120900
1100,0.0252132314662,555.112181204,122000
1110,0.0260011529728,559.72352153,123100
1120,0.0246434455585,564.800592484,124200
1130,0.0248856620726,569.813375603,125300
