iterations,fitness,time,fevals
0,22.0,0.00179766,656
10,24.0,0.003731346,1210
20,24.0,0.005010039,1758
30,27.0,0.006041665,2311
40,28.0,0.007189376,2858
50,27.0,0.008309732,3406
60,29.0,0.00976721,3951
70,28.0,0.01138554,4493
80,37.0,0.019360017,5050
90,28.0,0.020488767,5595
100,30.0,0.021492199,6135
110,30.0,0.022698131,6683
120,30.0,0.02409606,7237
130,32.0,0.025136581,7782
140,33.0,0.026254192,8323
150,30.0,0.027252604,8874
160,29.0,0.037653641,9417
170,32.0,0.039860279,9963
180,32.0,0.041443861,10512
190,30.0,0.065666635,11060
200,30.0,0.067256948,11600
210,30.0,0.068341732,12162
220,31.0,0.070916442,12709
230,30.0,0.073292088,13266
240,31.0,0.075304714,13806
250,31.0,0.0776549,14350
260,34.0,0.090300985,14887
270,31.0,0.095860266,15444
280,31.0,0.097573868,15992
290,31.0,0.099154032,16544
300,31.0,0.100513295,17086
310,31.0,0.102026158,17630
320,31.0,0.103398872,18184
330,31.0,0.104906644,18730
340,31.0,0.106784084,19288
350,31.0,0.108046053,19836
360,32.0,0.110331993,20380
370,31.0,0.112410843,20926
380,32.0,0.114687995,21467
390,32.0,0.116011207,22015
400,34.0,0.117972573,22563
410,33.0,0.119885351,23110
420,33.0,0.129366886,23659
430,33.0,0.130814577,24206
440,33.0,0.131864724,24757
450,33.0,0.132778263,25307
460,41.0,0.133841687,25857
470,42.0,0.134934551,26405
480,42.0,0.136131136,26943
490,42.0,0.137246648,27490
500,57.0,0.138252605,28043
510,57.0,0.148633962,28586
520,58.0,0.149697093,29124
530,58.0,0.150776946,29667
540,58.0,0.152076341,30207
550,58.0,0.153469987,30751
560,59.0,0.154635955,31294
570,58.0,0.156523855,31855
580,58.0,0.160002095,32402
590,58.0,0.169643712,32950
600,58.0,0.170617841,33499
610,61.0,0.17171907,34042
620,58.0,0.172689584,34579
630,58.0,0.173791448,35126
640,61.0,0.17477095,35684
650,61.0,0.175845507,36236
660,61.0,0.177122272,36792
670,61.0,0.184632415,37346
680,61.0,0.186276493,37898
690,61.0,0.189387531,38444
700,61.0,0.19092937,38997
710,61.0,0.192169122,39548
720,61.0,0.193692701,40090
730,62.0,0.194999608,40636
740,62.0,0.196014717,41175
750,61.0,0.197136897,41722
760,62.0,0.198590893,42274
770,62.0,0.200181068,42825
780,62.0,0.20180885,43368
790,62.0,0.20364469,43923
800,62.0,0.205773362,44471
810,62.0,0.206662496,45017
820,62.0,0.207552572,45567
830,62.0,0.208407824,46107
840,62.0,0.209344942,46653
850,62.0,0.210309885,47199
860,62.0,0.211252072,47752
870,62.0,0.212169184,48286
880,62.0,0.213114581,48838
890,63.0,0.214367101,49390
900,63.0,0.220693333,49939
910,63.0,0.221800645,50498
920,63.0,0.222963502,51052
930,63.0,0.224697052,51596
940,63.0,0.227011774,52141
950,63.0,0.229712042,52696
960,63.0,0.230705244,53240
970,63.0,0.231879187,53793
980,63.0,0.236961339,54338
990,63.0,0.238881186,54881
1000,63.0,0.240110233,55436
1010,63.0,0.241137906,55985
1020,63.0,0.242165713,56546
1030,65.0,0.243125121,57098
1040,66.0,0.244046341,57645
1050,66.0,0.245032648,58193
1060,66.0,0.246237584,58747
1070,66.0,0.247388456,59298
1080,66.0,0.248409557,59848
1090,65.0,0.254532456,60391
1100,66.0,0.255441571,60941
1110,65.0,0.256757127,61492
1120,65.0,0.280701609,62048
1130,65.0,0.283345487,62596
1140,65.0,0.289033258,63143
1150,65.0,0.292791555,63695
1160,65.0,0.297167995,64249
1170,63.0,0.301323782,64797
1180,65.0,0.304396992,65348
1190,63.0,0.308440336,65886
1200,66.0,0.312864366,66423
1210,66.0,0.317260023,66969
1220,66.0,0.320405744,67521
1230,63.0,0.324380475,68068
1240,63.0,0.32931773,68621
1250,63.0,0.332758678,69166
1260,63.0,0.336693639,69718
1270,63.0,0.341251583,70265
1280,63.0,0.345587235,70819
1290,63.0,0.349849678,71366
1300,63.0,0.354947382,71914
