iterations,fitness,time,fevals
0,550.0,0.011227639,653
10,550.0,0.025690385,1200
20,549.0,0.039014796,1756
30,554.0,0.046741905,2307
40,554.0,0.058746585,2854
50,550.0,0.065271397,3403
60,552.0,0.078769404,3948
70,543.0,0.083640488,4497
80,547.0,0.088977777,5037
90,547.0,0.096949561,5586
100,544.0,0.102884668,6136
110,549.0,0.11172015,6682
120,557.0,0.116658163,7232
130,555.0,0.129068775,7778
140,544.0,0.135840908,8328
150,544.0,0.143161367,8875
160,550.0,0.152938992,9427
170,548.0,0.171138475,9970
180,548.0,0.179249347,10519
190,545.0,0.18397062,11067
200,543.0,0.189142892,11604
210,546.0,0.196815489,12156
220,546.0,0.208074768,12701
230,551.0,0.213263433,13256
240,550.0,0.218827801,13795
250,546.0,0.223651316,14344
260,546.0,0.2282638,14894
270,544.0,0.23396898,15444
280,540.0,0.241721168,15990
290,542.0,0.246018387,16538
300,544.0,0.255731308,17085
310,542.0,0.261233436,17639
320,542.0,0.272712599,18197
330,540.0,0.277493809,18749
340,542.0,0.294795893,19289
350,542.0,0.299753194,19836
360,540.0,0.310245604,20387
370,540.0,0.314124945,20935
380,540.0,0.323449648,21493
390,540.0,0.327845043,22044
400,542.0,0.338860088,22588
410,542.0,0.34495013,23137
420,542.0,0.349457398,23680
430,542.0,0.354656126,24227
440,544.0,0.360521178,24764
450,544.0,0.367704048,25308
460,542.0,0.381564848,25851
470,542.0,0.387136458,26403
480,542.0,0.391407913,26958
490,542.0,0.405460855,27510
500,542.0,0.415110813,28056
510,542.0,0.428153759,28604
520,544.0,0.435403063,29159
530,546.0,0.441419024,29708
540,546.0,0.45010761,30258
550,542.0,0.455825272,30804
560,546.0,0.460948475,31354
570,544.0,0.465713293,31897
580,544.0,0.470247182,32450
590,546.0,0.474952213,33003
600,546.0,0.486141809,33551
610,544.0,0.491316003,34100
620,542.0,0.497346046,34645
630,542.0,0.50228634,35193
640,544.0,0.508781686,35739
650,542.0,0.514825402,36283
660,542.0,0.520395514,36828
670,542.0,0.526723822,37383
680,540.0,0.535040163,37931
690,542.0,0.540393727,38483
700,542.0,0.545225497,39032
710,542.0,0.558495999,39581
720,544.0,0.563182727,40129
730,544.0,0.573510462,40672
740,544.0,0.579503702,41230
750,544.0,0.585949671,41774
760,546.0,0.590362213,42317
770,548.0,0.59486952,42859
780,548.0,0.59954732,43409
790,548.0,0.60417499,43952
800,546.0,0.615698439,44496
810,544.0,0.621108158,45038
820,544.0,0.625418361,45587
830,544.0,0.630726092,46142
840,546.0,0.64043176,46686
850,546.0,0.649317727,47235
860,546.0,0.654443003,47787
